;Station;Measure;R;LB;HB;Samples;Precision;Expected;Simulation;Seed
0;CPU;meanclients;1.54918950824018;1.5039745085407563;1.5944045079396036;40;0.0291862289661296;1.4748741659982971;1;123456789
1;CPU;meanwaits;68.76816835240533;67.15579072856602;70.38054597624463;40;0.0234465692844488;6.653029723209239;1;123456789
2;IO1;meanclients;1.4036100595168552;1.3688437411742789;1.4383763778594316;40;0.0247692142891476;1.348646013508639;1;123456789
3;IO1;meanwaits;95.69113950264573;93.9971198421838;97.38515916310762;40;0.0177029939163287;93.59423771469142;1;123456789
4;IO2;meanclients;12.579649698155734;12.442767556630905;12.716531839680565;40;0.0108812363467401;11.87474874039573;1;123456789
5;IO2;meanwaits;2245.2621080414388;2216.1042717121795;2274.419944370698;40;0.0129863841842029;2142.638555798949;1;123456789
6;SWAP_IN;meanclients;0.0;0.0;0.0;40;;0.8680392814475595;1;123456789
7;SWAP_IN;meanwaits;0.0;0.0;0.0;40;;391.5650076137053;1;123456789
8;ActiveTime;cycleTime;6825.047148977029;6548.863347163482;7101.230950790576;40;0.0404662115564933;6630.261906963791;1;123456789
9;CPU;meanclients;1.4754261801794468;1.4439292989531145;1.5069230614057794;76;0.0213476496821426;1.4748741659982971;2;123456790
10;CPU;meanwaits;67.1026810347187;65.95440491634837;68.25095715308903;76;0.0171122241416287;6.653029723209239;2;123456790
11;IO1;meanclients;1.3232250698936276;1.295342231315991;1.3511079084712645;76;0.02107187901139;1.348646013508639;2;123456790
12;IO1;meanwaits;92.69162827351778;91.2753051260886;94.10795142094696;76;0.015279946784944;93.59423771469142;2;123456790
13;IO2;meanclients;12.787088812015114;12.66799363331543;12.906183990714798;76;0.0093137054454316;11.87474874039573;2;123456790
14;IO2;meanwaits;2317.269590541695;2288.3045707820497;2346.23461030134;76;0.012499633136287;2142.638555798949;2;123456790
15;SWAP_IN;meanclients;0.0;0.0;0.0;76;;0.8680392814475595;2;123456790
16;SWAP_IN;meanwaits;0.0;0.0;0.0;76;;391.5650076137053;2;123456790
17;ActiveTime;cycleTime;7157.901922878101;6800.880527991274;7514.923317764928;76;0.0498779389175079;6630.261906963791;2;123456790
18;CPU;meanclients;1.4998473438756972;1.4738426953018933;1.525851992449501;93;0.0173381969038304;1.4748741659982971;3;123456791
19;CPU;meanwaits;67.30492590237311;66.32711902499894;68.28273277974729;93;0.0145280135779735;6.653029723209239;3;123456791
20;IO1;meanclients;1.3621450010531866;1.3360465558238888;1.3882434462824844;93;0.0191598142702274;1.348646013508639;3;123456791
21;IO1;meanwaits;94.10003466455365;92.71467669471716;95.48539263439012;93;0.0147221834165628;93.59423771469142;3;123456791
22;IO2;meanclients;12.648091415128109;12.54291365639344;12.753269173862774;93;0.0083157019729369;11.87474874039573;3;123456791
23;IO2;meanwaits;2266.810124763363;2241.269053551739;2292.351195974987;93;0.011267406534233;2142.638555798949;3;123456791
24;SWAP_IN;meanclients;0.0;0.0;0.0;93;;0.8680392814475595;3;123456791
25;SWAP_IN;meanwaits;0.0;0.0;0.0;93;;391.5650076137053;3;123456791
26;ActiveTime;cycleTime;6980.339114330716;6632.165788928397;7328.5124397330355;93;0.0498791419298692;6630.261906963791;3;123456791
27;CPU;meanclients;1.497918969714074;1.461770998470936;1.534066940957212;63;0.0241321272872578;1.4748741659982971;4;123456792
28;CPU;meanwaits;67.79784202892762;66.45854846261975;69.13713559523549;63;0.0197542211702907;6.653029723209239;4;123456792
29;IO1;meanclients;1.3330454857039131;1.303745062625513;1.362345908782313;63;0.0219800624904619;1.348646013508639;4;123456792
30;IO1;meanwaits;92.93986444160558;91.42949101031569;94.45023787289549;63;0.016251082787396;93.59423771469142;4;123456792
31;IO2;meanclients;12.779896373747288;12.631688180866892;12.928104566627685;63;0.0115969792356725;11.87474874039573;4;123456792
32;IO2;meanwaits;2306.433423067058;2273.3425852299843;2339.524260904132;63;0.0143471896938911;2142.638555798949;4;123456792
33;SWAP_IN;meanclients;0.0;0.0;0.0;63;;0.8680392814475595;4;123456792
34;SWAP_IN;meanwaits;0.0;0.0;0.0;63;;391.5650076137053;4;123456792
35;ActiveTime;cycleTime;7133.91942532592;6779.139085686472;7488.699764965369;63;0.0497314755728741;6630.261906963791;4;123456792
36;CPU;meanclients;1.488592045304158;1.4627633760411582;1.5144207145671575;61;0.0173510730118956;1.4748741659982971;5;123456793
37;CPU;meanwaits;67.33832450761142;66.29740863484706;68.37924038037578;61;0.0154580007800267;6.653029723209239;5;123456793
38;IO1;meanclients;1.351798100186076;1.3304030130074458;1.373193187364706;61;0.0158271321550793;1.348646013508639;5;123456793
39;IO1;meanwaits;94.02302807136664;92.85523984365967;95.19081629907362;61;0.0124202363150926;93.59423771469142;5;123456793
40;IO2;meanclients;12.70566966197825;12.612231553798209;12.799107770158292;61;0.0073540482844171;11.87474874039573;5;123456793
41;IO2;meanwaits;2301.622640189519;2281.4014400603005;2321.843840318738;61;0.0087856279201154;2142.638555798949;5;123456793
42;SWAP_IN;meanclients;0.0;0.0;0.0;61;;0.8680392814475595;5;123456793
43;SWAP_IN;meanwaits;0.0;0.0;0.0;61;;391.5650076137053;5;123456793
44;ActiveTime;cycleTime;7240.065837353185;6898.45361548824;7581.67805921813;61;0.0471835794783092;6630.261906963791;5;123456793
45;CPU;meanclients;1.546683289718214;1.5018873382617444;1.591479241174684;48;0.0289625883684506;1.4748741659982971;6;123456794
46;CPU;meanwaits;68.94219930278919;67.34708994143023;70.53730866414816;48;0.0231369085623937;6.653029723209239;6;123456794
47;IO1;meanclients;1.3959431585470805;1.365516815491547;1.426369501602614;48;0.0217962621681543;1.348646013508639;6;123456794
48;IO1;meanwaits;95.60631641908031;94.19180686909247;97.02082596906816;48;0.0147951474648127;93.59423771469142;6;123456794
49;IO2;meanclients;12.520199075087842;12.410983925983247;12.629414224192434;48;0.0087231160183309;11.87474874039573;6;123456794
50;IO2;meanwaits;2239.4073678566688;2214.6343938442583;2264.1803418690797;48;0.0110622901254988;2142.638555798949;6;123456794
51;SWAP_IN;meanclients;0.0;0.0;0.0;48;;0.8680392814475595;6;123456794
52;SWAP_IN;meanwaits;0.0;0.0;0.0;48;;391.5650076137053;6;123456794
53;ActiveTime;cycleTime;6965.674703677172;6618.067883357104;7313.281523997241;48;0.0499028213500362;6630.261906963791;6;123456794
54;CPU;meanclients;1.5249152062394442;1.486444875102742;1.5633855373761465;53;0.0252278493776536;1.4748741659982971;7;123456795
55;CPU;meanwaits;68.82467051798046;67.45361690764258;70.19572412831835;53;0.019920961481097;6.653029723209239;7;123456795
